id	author_id	created_at	retweet_count	like_count	location	author_follower_count	text	Topic	positive/negative/neutral	sum
1.46E+18	740338260	Tue Nov 16 19:57:11 +0000 2021	0	0	devon 	40	"@RealDeniseWelch @timspector Well done Denise,  you recovered well from covid after having 2 jabs 🤔 your becoming obsessed,  if you don't want the booster don't,  your not being forced"	S	neutral	1
1.46E+18	318821825	Tue Nov 16 19:56:31 +0000 2021	0	7	"Regina, Saskatchewan"	8560	"SK COVID update:  As of Nov. 12, 50% of redeployed health care staff have back to their regular jobs.  129 of the 374 services slowed since Sept. 1, have fully resumed. 51 services partially resumed.  The Nov. 19 date for 75% staff back remains in place."	M	positive	1
1.46E+18	370801662	Tue Nov 16 19:56:16 +0000 2021	0	4	"Moose Jaw, SK"	3764	The Janssen vaccine will be available at limited walk-in clinics only. 	V	neutral	1
1.46E+18	9.61E+17	Tue Nov 16 19:56:13 +0000 2021	1	8	"Lethbridge, Alberta"	329	"The city's staff vaccination mandate came into effect yesterday. The vast majority of staff, including police, fire, and EMS, are fully immunized against COVID-19. There were 4 voluntary resignations, no terminations. Rapid testing for anyone not vaccinated will be at their own $"	V	positive	1
1.46E+18	88937573	Tue Nov 16 19:54:35 +0000 2021	0	0	Devon	348	Why are vaccine injured not being compensated in UK. Were being pressured to take a jab. We now know people are having their lives destroyed. It is TOTALLY unreasonable that injured are not compensated.  @simonjamesjupp @SteveBakerHW @sajidjavid @AllisonPearson @lensiseethrough 	A	negative	1
1.46E+18	126713478	Tue Nov 16 19:54:03 +0000 2021	1	2	"Calgary, Alberta, Canada"	8547	A special thanks to @OkakiHealth  for setting up an onsite clinic for flu and COVID vaccinations for our staff and families in our shelter today. We appreciate their commitment to helping vulnerable populations get immunized. #ThisIsOurShot #yycfamlies 	M	positive	1
1.46E+18	2830980198	Tue Nov 16 19:52:06 +0000 2021	1	6	"Regina, Saskatchewan"	8345	"COVID-19 in SK on Nov. 16: 1 new death brings us to 897 deaths. Hospitalizations remain the same at 171 with ICU admissions down three to 42.  85 new cases from 1,495 tests gives today a test positivity of 6 per cent. #Skpoli #COVID19SK @CBCSask"	C	neutral	1
1.46E+18	24082196	Tue Nov 16 19:51:56 +0000 2021	0	0	"East Bay, CA"	75	"@battleajah I just read some test, that a booster is  95% more effective at preventing covid compared to something lower for the 2 shots. Will eventually get it this month after all my other med stuff settles down."	S	positive	1
1.46E+18	23624320	Tue Nov 16 19:51:31 +0000 2021	0	1	"Edmonton, Alberta, Canada"	82419	"COVID-19: ICU patients hit a 2 1/2-month low, hospitalizations continue to decrease   #yeg  "	M	positive	1
1.46E+18	3439221011	Tue Nov 16 19:51:24 +0000 2021	0	16	Not Canada	259	"@JazzMan74850289 @FollowerEquity @DeItaone Since you clearly dont understand how any of this works  a) with polio, you get the virus; this isnt the same type of vaccine  b) you get 5 boosters of the polio vaccine as a child  c) polio isn't a pandemic, you need boosters if you go to parts of the world that have it"	V	neutral	1
1.46E+18	2934346219	Tue Nov 16 19:51:05 +0000 2021	0	0	"Calgary, Alberta"	763	I’m unvaxxed and I haven’t had so much as the sniffles since December 2019.   This is because I’m healthy. Healthy people fight off bugs easily. Covid isn’t scary. 	A	negative	1
1.46E+18	829719163	Tue Nov 16 19:48:07 +0000 2021	0	0	"Yorkton, Saskatchewan"	2669	SK announced 25-hundred doses of the Janssen COVID-19 vaccine will be available in select communities tomorrow. Details at 2 w/ GX94 News.	M	positive	1
1.46E+18	1.36E+18	Tue Nov 16 19:47:32 +0000 2021	0	0	Canada CA	119	Amazon Packer - $100 Bonus with Proof Of Covid-19 Vaccination from Amazon #Amazon #workremotely 	V	positive	1
1.46E+18	3022041061	Tue Nov 16 19:45:36 +0000 2021	0	0	Regina	12	@AshlieWyatt @akheriaty Hahaha. Not a vaccine. Stop calling it that.	V	negative	1
1.46E+18	370801662	Tue Nov 16 19:45:31 +0000 2021	0	3	"Moose Jaw, SK"	3764	There are 85 new cases of COVID-19 to report Tuesday along with 104 recoveries and one death. 	C	neutral	1
1.46E+18	431236979	Tue Nov 16 19:45:25 +0000 2021	0	1	"Beltline, Calgary, AB"	230	@BridgieCasey @tracey_anderson @ElleninEdmonton @ShawnaGofABPoli I flew YYC-YVR-YYC this past week and the only vaccine passport check was for the lounge in Calgary.	T	negative	1
1.46E+18	1938677653	Tue Nov 16 19:44:33 +0000 2021	0	1	Calgary	243	@JoAnneLovesCows Must be about time for Michael Mann to imagine a covid hockey stick going back 4 months 🤷‍♂️	A	neutral	1
1.46E+18	18523062	Tue Nov 16 19:44:06 +0000 2021	0	0	Edmonton	368	"If anything, Covid taught us that supply chains are horribly RESILIENT and not weak.   If shit gets bad enough that we can’t get food from the grocery store then you definitely want to pack more than carrots.   Just sayin."	A	negative	1
1.46E+18	296678937	Tue Nov 16 19:43:50 +0000 2021	0	0	"Calgary, Alberta"	309	@SchadenJake I'd go get another vaccine to eat that. Do they deliver to #canada 🤣	U	neutral	1
1.46E+18	23624320	Tue Nov 16 19:42:39 +0000 2021	1	1	"Edmonton, Alberta, Canada"	82419	Pfizer to allow generic versions of its COVID pill in 95 countries 	V	neutral	1
1.46E+18	1151632154	Tue Nov 16 19:41:55 +0000 2021	4	11	"Toronto area, Canada"	2201	"Have you heard the wonderful news from @fordnation. He’s going to allow SYMPTOMATIC COVID patients to be tested at some pharmacies. I will have to change pharmacies since I use Shoppers, Ford’s pharmacy of choice. I’m not taking chances. #VoteFordOut2022 #VoteThemAllOut2022"	P	negative	1
1.46E+18	941681414	Tue Nov 16 19:41:39 +0000 2021	0	0	"Calgary, Alberta, Canada"	321	"@CBCCalgary So what does that tell ya... The vaccine doesn't work! I was a supporter of the vaccine, but not so much anymore."	A	negative	1
1.46E+18	18982486	Tue Nov 16 19:40:04 +0000 2021	0	2	Calgary	84049	"Crowds will once again fill New York’s Times Square this New Year’s Eve, with proof of COVID-19 vaccination required for revelers who want to watch the ball drop in person "	T	positive	1
1.46E+18	2891059843	Tue Nov 16 19:39:22 +0000 2021	0	0	"Calgary, Alberta"	984	UCalgary study shows why drug used to treat critically ill COVID-19 patients may only benefit males 	M	neutral	1
1.46E+18	1.25E+18	Tue Nov 16 19:38:45 +0000 2021	1	20	"Saskatoon, Saskatchewan"	1477	I hope the flexibility to do things virtually when needed is something that sticks around in a post covid world	A	positive	1
1.46E+18	21215544	Tue Nov 16 19:37:26 +0000 2021	0	1	"Edmonton, Alberta"	55551	Sen. Josée Forest-Niesing home after month in hospital fighting COVID-19  	C	neutral	1
1.46E+18	108985330	Tue Nov 16 19:37:10 +0000 2021	0	0	"Calgary, Alberta"	5436	@JanevBalle @dinnerwithjulie Hi Jane:  The CPA is a proud partner of The City of Calgary/CEMA's Mobile Vaccination Clinic program &amp; we've provided the mobile vaccination vehicles with on-site parking free of charge.	V	positive	1
1.46E+18	1.25E+18	Tue Nov 16 19:36:10 +0000 2021	10	22	Communist Canada	2483	"Can you believe the flu disappeared, because I can't.  "	A	neutral	1
1.46E+18	69658524	Tue Nov 16 19:36:04 +0000 2021	0	0	"The Bitterroot Valley, Montana"	3969	It is one of a handful of pills that have recently been shown to significantly cut hospitalizations and deaths among people infected with COVID-19. 	M	positive	1
1.46E+18	60779521	Tue Nov 16 19:35:52 +0000 2021	0	0	"Irricana, Alberta, Canada"	77	Neuro disease after vaccine with Nikk  via @YouTube	V	negative	1
1.46E+18	152004319	Tue Nov 16 19:34:39 +0000 2021	1	1	Lethbridge	17842	'Super easy': How Canadian travellers are getting free COVID-19 tests to return home from U.S.}   	T	positive	1
1.46E+18	36806805	Tue Nov 16 19:34:11 +0000 2021	2	6	"Calgary, Alberta"	3119	Get onboard!  	U	neutral	1
1.46E+18	281756281	Tue Nov 16 19:33:53 +0000 2021	5	8	"Saskatchewan, Canada"	45903	"#COVID19SK Summary for Nov. 16, 2021:   Daily COVID-19 statistics by age, date &amp; geographic zones including active cases, recoveries &amp; confirmed variants of concern can be found at     COVID-19 Vaccine Info:  "	C	neutral	1
1.46E+18	23624320	Tue Nov 16 19:31:45 +0000 2021	0	0	"Edmonton, Alberta, Canada"	82419	"COVID-19 live updates: Dr. Hinshaw to speak at 3:30 p.m. today; Health Canada mulling Moderna youth vaccine approval; Alberta reports 1,068 new cases over the weekend  #yeg #covidab  "	M	neutral	1
1.46E+18	403319824	Tue Nov 16 19:31:18 +0000 2021	0	0	"East Coast, Canada"	464	@siobhanh90 @AdderTheEternal @Stuart423 @WKRN So what vaccine do you give someone under 18?	V	neutral	1
1.46E+18	1.43E+18	Tue Nov 16 19:30:11 +0000 2021	0	2	Communist Canada	376	"My fav thing about the ""vaccine"" is that I haven't taken it"	A	negative	1
1.46E+18	43280157	Tue Nov 16 19:29:07 +0000 2021	177	498	Lethbridge	21539	Today at Public Accounts we heard the Housing Dept doesn’t know how UCP cuts to income support programs affected homelessness or much about where Covid money for seniors lodges went. Then I watched the UCP laugh while @JanisIrwin talked about her houseless constituents. #ableg	A	neutral	1
1.46E+18	8.23E+17	Tue Nov 16 19:29:00 +0000 2021	0	0	"Medicine Hat, Alberta"	3243	Health Canada receives submission to approve Moderna’s COVID-19 vaccine for kids 	M	positive	1
1.46E+18	3176791297	Tue Nov 16 19:27:55 +0000 2021	0	7	"Calgary, Alberta"	330	"@DFisman Possibly worse: close the outpt entrance to a public health bldng so all healthy outpts must enter &amp; stand in the same line as ED pts (many definitely have Covid) &amp; make everybody change masks in the same air space, insisting healthy people w/N95s change to crappy surgical masks."	A	negative	1
1.46E+18	843300151	Tue Nov 16 19:24:06 +0000 2021	0	0	Malta	6033	"The facility, which is situated in Ħal Far will be used to produce its potentially breakthrough plant-based coronavirus treatment. The medication is aimed at treating inflammation caused by Covid-19 as well as other respiratory problems.  "	M	positive	1
1.46E+18	613802332	Tue Nov 16 19:21:03 +0000 2021	1	1	"Calgary, Alberta"	2678	My sister in law is still waiting to hear back from health Canada as she is trying to file her vaccine injury but after 2 weeks still nothing. She never wanted stupid shot but just did it to work and now a whole month of dr and no answers. 	A	negative	1
1.46E+18	21037096	Tue Nov 16 19:20:24 +0000 2021	2	0	"Calgary, Alberta, Canada"	191667	'Super easy': How Canadian travellers are getting free COVID-19 tests to return home from U.S.   	M	positive	1
1.46E+18	8.51E+17	Tue Nov 16 19:17:33 +0000 2021	0	0	"Calgary, Alberta"	2240	"@flywheelfund I run a medical cannabis company, i need to finish my contract for the end of the week or we lose a bunch of $.  Im sick with something, covid tests negative which is great. But i am not leaving my house today lol.  Itll be ok 🙌🏻 im managing everything from my phone right now"	A	neutral	1
1.46E+18	2468523469	Tue Nov 16 19:16:03 +0000 2021	0	0	Calgary	2312	 What’s Your Return on Visibility? Digitalization driven by COVID-19 has accelerated and transformed management’s ability to track what and how workers are doing. This growth in networked visibility significantly increases the risk of institutional conflict 	U	neutral	1
1.46E+18	1522552496	Tue Nov 16 19:15:05 +0000 2021	0	0	Devon	5	@BcfcStewart @ChrisMasonView2 @Graym631 @Pfizer_UK Really!!	A	negative	1
1.46E+18	2986260954	Tue Nov 16 19:14:59 +0000 2021	0	3	YYC	158	@Buffalo46623736 @JJ_McCullough How does a vaccine have negative effectivity?	V	neutral	1
1.46E+18	33336142	Tue Nov 16 19:14:47 +0000 2021	0	1	"Calgary, Alberta"	121	All of the conservative premiers seem to be in a race to see who can make worse covid decisions than @jkenney. 	P	negative	1
1.46E+18	40171207	Tue Nov 16 19:14:46 +0000 2021	0	0	Edmonton	171	"@floatingeh @judithamc @tracey_anderson @ElleninEdmonton @ShawnaGofABPoli ?????? I did not get checked though. Like I left Alberta.  Without getting checked. I’m sure other people know this is happening and fly regardless. Yes. They are idiots, but you’re wrong in assuming that everyone flying is vaccinated. Just take a look at the covid flight list"	T	negative	1
1.46E+18	18950745	Tue Nov 16 19:14:41 +0000 2021	0	1	"Calgary, Alberta"	1549	@MeredithMpinga We’ve been exactly one place that required proof of vaccination. Lol	A	positive	1
1.46E+18	750531092	Tue Nov 16 19:14:41 +0000 2021	3	16	"Edmonton, Alberta"	4548	One thing COVID has taught me is how easily and frequently occupational exposures can be minimized or dismissed.  Here's a great reminder of the risks of work-related lung cancer. 	A	neutral	1
1.46E+18	194901519	Tue Nov 16 19:13:57 +0000 2021	1	2	"Calgary, Alberta"	3246	"From Nov 12-14, AB reported 1,068 new COVID cases and 17 deaths, bringing the total reported cases over 330K and total confirmed COVID deaths 3,188. #abpoli #COVID19AB   Kenney is the single most incompetent political leader I've lived under, and that's really saying something. "	P	negative	1
1.46E+18	275248266	Tue Nov 16 19:12:03 +0000 2021	0	1	"Calgary, Alberta Canada"	62	"@Roman_Baber We had a massive issue with LTC and hospital capacity before COVID-19, so blaming it on COVID was always slap in the face to anyone who follows politics.  COVID is only in Canada because each level of government failed to stop international travel when they could have."	P	negative	1
1.46E+18	162329468	Tue Nov 16 19:11:41 +0000 2021	0	1	"Calgary, Alberta"	674	"Alberta tried this at the beginning of the pandemic and I'm still waiting for my covid test results from September 2020, so no. It didn't go well and they ditched it. "	C	negative	1
1.46E+18	14803951	Tue Nov 16 19:11:39 +0000 2021	2	3	"Calgary, Alberta"	200828	Study shows steroid therapy for severely ill COVID-19 patients has had little to no benefit for Alberta women 	M	neutral	1
1.46E+18	15769858	Tue Nov 16 19:11:39 +0000 2021	0	0	"Edmonton, Alberta, Canada"	182496	Chinese health workers kill a pet corgi while its owner was in COVID-19 quarantine 	U	negative	1
1.46E+18	14133375	Tue Nov 16 19:11:07 +0000 2021	0	1	"Saskatoon, SK, Canada"	323	"@AbsoluteGnosis @TakethatCt @FrankDElia7 @AndrewLazarus4 @provaxtexan @tenebra99 @Kolyin @mcfunny @vigothecarpath @Tony__Heller @janiceallen_la @VolatileAmine @MdRisette @lotusctr @Alan777774 @volpiranyas @LiamKav @BatRock8 @Top_Muppetries @SendAliensToMe @AlvaroIM77 @estockbridge @Suesue2point0 @questauthority @RobHeatherly1 @AGoldsmithEsq @docstardust @doritmi @Kathmarval @chickaboy @foofdawg @OAPym @smyl2day @quigley_jesse @ConsequentialBr @_mamadeb @deNutrients @DCGreenZone1 @CharaStone6 @SkepticalMutant @AcademicShards @TonyBaduy @carlsmythe @policing_uk @dnh214 @BichonAtLaw @MarkReady47 @kevin_kehres @MilanovNina @villagerssn ""I’m not sick, then I’m not infectious""  Nonsense. Medical doctors have known for decades that some diseases (and most viral diseases) can be spread before visible symptoms. Examples: chicken pox, influenza, mumps, HSV-1, and yes Covid-19."	A	positive	1
1.46E+18	822719834	Tue Nov 16 19:09:09 +0000 2021	1	1	"Edmonton, Alberta, Canada"	248	More precise words should have been.. We are very clear that vaccine mandates and passports will be implemented.  We will only accept those who are fully vaccinated into society and will treat the unvaccinated like second class citizens. 	A	positive	1
1.46E+18	1.41E+18	Tue Nov 16 19:09:09 +0000 2021	0	0	"Lethbridge, Alberta"	88	"@davidfrum Well, no.  If you're vaxxed and boosted, you have a lower chance of dying from a disease that already carries a very low chance of death.  But you'll still have a risk of dying from COVID.  Tell me I'm wrong."	A	negative	1
1.46E+18	137144746	Tue Nov 16 19:08:38 +0000 2021	0	0	"Calgary, Canada"	387	"@Aquatic_Rodent @cspotweet Standard worldwide qualifying window.  There are 32 World Cup Qualifying matches today.  As for playing in Edmonton, blame the Covid makeup match between the Elks and Argos that had already booked BMO Field in Toronto."	T	neutral	1
1.46E+18	1.24E+18	Tue Nov 16 19:08:11 +0000 2021	0	1	Devon 	76	@JayJaymill @pfizer Hope you feel better soon	V	neutral	1
1.46E+18	9.21E+17	Tue Nov 16 19:08:08 +0000 2021	0	0	"Prince Albert, Saskatchewan"	694	"2,500 doses of J&amp;J vaccine available in Sask. starting Wednesday  "	M	neutral	1
1.46E+18	4803873902	Tue Nov 16 19:08:08 +0000 2021	0	0	"Calgary, Alberta"	1610	Moderna asks Health Canada to approve its COVID-19 vaccine for children - just phuquing brilliant - CBC News 	M	neutral	1
1.46E+18	2315778398	Tue Nov 16 19:06:09 +0000 2021	0	0	SF East Bay	18	"@PatrickGerald70 @kylegriffin1 My first take on learning this was that it takes the heat off of sharing patented information regarding their vaccine.  Sort of a corporate triage of ""what do we give up?"""	A	neutral	1
1.46E+18	1.24E+18	Tue Nov 16 19:05:21 +0000 2021	0	0	Wessex	666	@swaledalebirds_ @VictimOfMaths @chrischirp ... will the vaccine spill out? 😭			334
